subset_id,feature_count,features,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std
Top-10,10,"[""URG Flag Count"", ""Bwd Packets/s"", ""Packet Length Min"", ""Bwd Packet Length Max"", ""Bwd Packet Length Mean"", ""Avg Bwd Segment Size"", ""Bwd Packets Length Total"", ""Init Bwd Win Bytes"", ""Fwd Packet Length Min"", ""Subflow Bwd Bytes""]",0.9990812495006788,0.0001294387772311,0.9994792061153616,0.0002631977181776,0.9990602344084872,0.0003123578077621,0.999269618025414,0.0001029481922499
Random-12,12,"[""Bwd Packet Length Min"", ""Subflow Bwd Packets"", ""Total Backward Packets"", ""Active Std"", ""Fwd PSH Flags"", ""Packet Length Max"", ""Idle Std"", ""Fwd Seg Size Min"", ""Bwd IAT Min"", ""Down/Up Ratio"", ""Init Fwd Win Bytes"", ""Fwd Packets/s""]",0.999352880083087,0.000160778235979,0.9997585776718874,5.3151171587447e-05,0.9992126282620716,0.0002483671117481,0.9994855156642984,0.0001278792906931
Baseline-65,65,"[""Protocol"", ""Flow Duration"", ""Total Fwd Packets"", ""Total Backward Packets"", ""Fwd Packets Length Total"", ""Bwd Packets Length Total"", ""Fwd Packet Length Max"", ""Fwd Packet Length Min"", ""Fwd Packet Length Mean"", ""Fwd Packet Length Std"", ""Bwd Packet Length Max"", ""Bwd Packet Length Min"", ""Bwd Packet Length Mean"", ""Bwd Packet Length Std"", ""Flow Bytes/s"", ""Flow Packets/s"", ""Flow IAT Mean"", ""Flow IAT Std"", ""Flow IAT Max"", ""Flow IAT Min"", ""Fwd IAT Total"", ""Fwd IAT Mean"", ""Fwd IAT Std"", ""Fwd IAT Max"", ""Fwd IAT Min"", ""Bwd IAT Total"", ""Bwd IAT Mean"", ""Bwd IAT Std"", ""Bwd IAT Max"", ""Bwd IAT Min"", ""Fwd PSH Flags"", ""Fwd Header Length"", ""Bwd Header Length"", ""Fwd Packets/s"", ""Bwd Packets/s"", ""Packet Length Min"", ""Packet Length Max"", ""Packet Length Mean"", ""Packet Length Std"", ""Packet Length Variance"", ""SYN Flag Count"", ""RST Flag Count"", ""ACK Flag Count"", ""URG Flag Count"", ""CWE Flag Count"", ""Down/Up Ratio"", ""Avg Packet Size"", ""Avg Fwd Segment Size"", ""Avg Bwd Segment Size"", ""Subflow Fwd Packets"", ""Subflow Fwd Bytes"", ""Subflow Bwd Packets"", ""Subflow Bwd Bytes"", ""Init Fwd Win Bytes"", ""Init Bwd Win Bytes"", ""Fwd Act Data Packets"", ""Fwd Seg Size Min"", ""Active Mean"", ""Active Std"", ""Active Max"", ""Active Min"", ""Idle Mean"", ""Idle Std"", ""Idle Max"", ""Idle Min""]",0.9994407605656308,0.0002056329420185683,0.9998094269813219,0.00012699526107688995,0.9993015276334699,0.00030780291919039365,0.9995553897982932,0.0001635480817498476
