mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_bootstrap,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
8.912161207199096,1.0415847484744098,0.08567399978637695,0.012542696243115414,50,10,4,,20,entropy,True,"{""n_estimators"": 50, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": null, ""max_depth"": 20, ""criterion"": ""entropy"", ""bootstrap"": true}",0.9988016297834944,0.9988016297834944,0.9985619557401934,0.9988815211312615,0.9985619557401934,0.9987217384357274,0.00013368379428520952,16,0.9991109417666857,0.999682115836989,0.9990471955789875,0.9992378048780488,0.9993008770814796,0.9992757870284381,0.00022208253702276775,18,0.9989840624801575,0.998412597625246,0.9986665820052066,0.998983997967996,0.9984124968249937,0.99869194738072,0.00025588945976794814,13,0.9990474980949962,0.9990469534277908,0.9988568525339769,0.9991108853042042,0.9988564894225271,0.9989837357566991,0.0001063203639221489,16
54.51035528182983,3.3949265160535247,0.2800421237945557,0.06190017482720467,200,10,4,,10,gini,False,"{""n_estimators"": 200, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": null, ""max_depth"": 10, ""criterion"": ""gini"", ""bootstrap"": false}",0.9982024446752417,0.9981624990013581,0.9981624990013581,0.9985220100663098,0.9986019014140769,0.9983302708316689,0.00019140606456359205,20,0.9993005214294799,0.9997454013111833,0.9989197432801677,0.9993643125039731,0.9994913853391824,0.9993642727727974,0.00026947625961336747,12,0.9978411327703346,0.9973331640104134,0.9981586132452854,0.9982854965709932,0.9982854965709932,0.9979807806336038,0.000362280791410174,20,0.998570293884035,0.9985378258105531,0.9985390332211141,0.9988246132342197,0.9988880770086095,0.9986719686317063,0.00015232010990967785,20
17.720819330215456,2.2951284127400475,0.2573713302612305,0.03073375488899917,200,2,2,log2,,gini,False,"{""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""max_depth"": null, ""criterion"": ""gini"", ""bootstrap"": false}",0.9992410321962132,0.9989614124790285,0.998921466805145,0.9992809778700966,0.999001358152912,0.9990812495006789,0.00014946302575592505,4,0.9994919344595453,0.9998092695021934,0.9991111111111111,0.9996188540210901,0.9992379500857306,0.9994538238359342,0.00025261927523042806,5,0.9993015429551083,0.9985395898152264,0.999174550765128,0.9992379984759969,0.9991744983489967,0.9990856360720912,0.00027705556330412227,2,0.9993967296396253,0.9991740263040854,0.9991428299311089,0.9994283899650682,0.9992062232100334,0.9992696398099843,0.00011882574601269314,3
25.911971855163575,3.346909139601171,0.37487030029296875,0.08682890974712845,300,2,2,sqrt,,gini,False,"{""n_estimators"": 300, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": null, ""criterion"": ""gini"", ""bootstrap"": false}",0.9992410321962132,0.9989614124790285,0.998921466805145,0.9992809778700966,0.999001358152912,0.9990812495006789,0.00014946302575592505,4,0.9994919344595453,0.9998092695021934,0.9991111111111111,0.9996188540210901,0.9992379500857306,0.9994538238359342,0.00025261927523042806,5,0.9993015429551083,0.9985395898152264,0.999174550765128,0.9992379984759969,0.9991744983489967,0.9990856360720912,0.00027705556330412227,2,0.9993967296396253,0.9991740263040854,0.9991428299311089,0.9994283899650682,0.9992062232100334,0.9992696398099843,0.00011882574601269314,3
18.345352697372437,2.37101110440035,0.22402052879333495,0.06535250478803742,200,5,2,sqrt,,entropy,False,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": null, ""criterion"": ""entropy"", ""bootstrap"": false}",0.9991611408484461,0.998921466805145,0.999001358152912,0.9992809778700966,0.9990413038267956,0.9990812495006791,0.00012631931214219586,3,0.9993649987299975,0.9998092573753815,0.9991112239715592,0.9996188540210901,0.9994282810316352,0.9994665230259328,0.0002360841448337673,4,0.9993015429551083,0.9984760937202362,0.9993015429551083,0.9992379984759969,0.9990474980949962,0.9990729352402893,0.00031261340174465436,4,0.9993332698352224,0.999142230835213,0.9992063744008127,0.9994283899650682,0.9992378532867577,0.9992696236646148,0.00010049510680262284,5
11.94055733680725,1.340010766441571,0.22640576362609863,0.033264701709459346,200,10,4,sqrt,40,gini,True,"{""n_estimators"": 200, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 40, ""criterion"": ""gini"", ""bootstrap"": true}",0.998921466805145,0.9984820643924263,0.998761684109611,0.9987217384357274,0.998761684109611,0.998729727570504,0.0001415678289260434,13,0.9993013211382114,0.9995548489666136,0.9991742886178862,0.9994279903393924,0.9991742361684558,0.9993265370461119,0.00014793923550155983,14,0.9989840624801575,0.9980316210553051,0.9988570702901771,0.9985394970789941,0.9988569977139954,0.9986538497237258,0.0003440503487140586,15,0.9991426666243293,0.9987926542543052,0.999015654272378,0.9989835461533575,0.9990155917563749,0.998990022612149,0.00011278933530566724,14
16.45674157142639,1.103785026899674,0.2930859088897705,0.03302988783201073,200,2,2,log2,10,gini,False,"{""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""max_depth"": 10, ""criterion"": ""gini"", ""bootstrap"": false}",0.9989614124790285,0.9987217384357274,0.998841575457378,0.998921466805145,0.9987217384357274,0.9988335863226012,9.914255529271786e-05,11,0.9994282447112636,0.9996820754117124,0.9993012323719985,0.9993647163458484,0.9991741837123619,0.999390090510637,0.00016844363333998674,9,0.9989205663851674,0.9982856054352657,0.9988570702901771,0.9989204978409957,0.9987934975869952,0.9987554475077202,0.00023959650569206395,12,0.9991743410606542,0.9989833523954759,0.999079101965641,0.9991425577185684,0.9989838043823436,0.9990726315045366,7.891437515830976e-05,11
11.448173904418946,0.7425852015553724,0.2206568717956543,0.034734844212393305,200,5,1,sqrt,30,gini,True,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""max_depth"": 30, ""criterion"": ""gini"", ""bootstrap"": true}",0.9991611408484461,0.9989614124790285,0.999001358152912,0.9992809778700966,0.9990413038267956,0.9990892386354557,0.00011687096619259387,2,0.9995553296912718,0.9998092695021934,0.9991112239715592,0.9996188540210901,0.999364837398374,0.9994919029168976,0.0002374544981452987,1,0.9991110546701378,0.9985395898152264,0.9993015429551083,0.9992379984759969,0.9991109982219964,0.9990602368276932,0.0002705772845560714,5,0.9993331428027056,0.9991740263040854,0.9992063744008127,0.9994283899650682,0.9992379016893179,0.9992759670323978,9.293636093341996e-05,2
52.007469463348386,4.389370645329953,0.22688050270080568,0.030517296388338885,200,5,1,,30,gini,False,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": null, ""max_depth"": 30, ""criterion"": ""gini"", ""bootstrap"": false}",0.998761684109611,0.9986817927618439,0.9986019014140769,0.9989614124790285,0.9987217384357274,0.9987457058400576,0.00012010303090492837,12,0.998984126984127,0.9996820551952181,0.9986038837415916,0.9992379016893179,0.9991107723577236,0.9991237479935956,0.0003506163805510678,20,0.9990475585751476,0.9982221093402756,0.999174550765128,0.9991109982219964,0.9988569977139954,0.9988824429233087,0.00034684739983200817,10,0.9990158417727547,0.9989515488482923,0.9988891357476116,0.9991744459262082,0.9989838689190905,0.9990029682427914,9.543259290100431e-05,12
69.40346884727478,5.794025779142265,0.36426868438720705,0.06885661128226285,300,10,1,,40,entropy,False,"{""n_estimators"": 300, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": null, ""max_depth"": 40, ""criterion"": ""entropy"", ""bootstrap"": false}",0.9989614124790285,0.9988815211312615,0.998841575457378,0.9991211951745625,0.9988815211312615,0.9989374450746983,9.978426137888024e-05,9,0.9992379500857306,0.9996821562519865,0.9989209089754982,0.9995552731893266,0.9994281357224553,0.9993648848449995,0.00026613400634121305,10,0.9991110546701378,0.9985395898152264,0.9992380468601181,0.9990474980949962,0.9987934975869952,0.9989459374054949,0.00024950450120053117,8,0.9991744983489967,0.9991105463786532,0.9990794527505317,0.9993013211382114,0.9991107158737217,0.9991553068980229,7.928957732564098e-05,9
